,B1_x_mean,B1_x_std,B1_x_skew,B1_x_kurtosis,B1_x_entropy,B1_x_rms,B1_x_max,B1_x_p2p,B1_x_crest,B1_x_clearence,B1_x_shape,B1_x_impulse,B1_y_mean,B1_y_std,B1_y_skew,B1_y_kurtosis,B1_y_entropy,B1_y_rms,B1_y_max,B1_y_p2p,B1_y_crest,B1_y_clearence,B1_y_shape,B1_y_impulse,B2_x_mean,B2_x_std,B2_x_skew,B2_x_kurtosis,B2_x_entropy,B2_x_rms,B2_x_max,B2_x_p2p,B2_x_crest,B2_x_clearence,B2_x_shape,B2_x_impulse,B2_y_mean,B2_y_std,B2_y_skew,B2_y_kurtosis,B2_y_entropy,B2_y_rms,B2_y_max,B2_y_p2p,B2_y_crest,B2_y_clearence,B2_y_shape,B2_y_impulse,B3_x_mean,B3_x_std,B3_x_skew,B3_x_kurtosis,B3_x_entropy,B3_x_rms,B3_x_max,B3_x_p2p,B3_x_crest,B3_x_clearence,B3_x_shape,B3_x_impulse,B3_y_mean,B3_y_std,B3_y_skew,B3_y_kurtosis,B3_y_entropy,B3_y_rms,B3_y_max,B3_y_p2p,B3_y_crest,B3_y_clearence,B3_y_shape,B3_y_impulse,B4_x_mean,B4_x_std,B4_x_skew,B4_x_kurtosis,B4_x_entropy,B4_x_rms,B4_x_max,B4_x_p2p,B4_x_crest,B4_x_clearence,B4_x_shape,B4_x_impulse,B4_y_mean,B4_y_std,B4_y_skew,B4_y_kurtosis,B4_y_entropy,B4_y_rms,B4_y_max,B4_y_p2p,B4_y_crest,B4_y_clearence,B4_y_shape,B4_y_impulse
2003-10-22 12:06:24,0.1041478587821671,0.08112446002473153,-0.029899883594555293,1.069799891867588,4.803056947519767,0.1246167666966247,0.72,1.108,5.777713698452918,0.0909317233242145,1.1965370018530082,6.91324822631191,0.10025274671614826,0.07065057119437973,0.22022735725336298,3.067002236388681,4.585194938102951,0.11749570579771156,0.701,1.265,5.96617548905905,0.08929488278519582,1.1719948794059911,6.992327122814742,0.10714727281605549,0.09065019780460452,-0.09218191865621632,0.209948818579063,4.985813055006422,0.13045219969436278,0.674,1.033,5.1666434263210474,0.09221773127936334,1.2175036868956608,6.290407420421105,0.10200415059329068,0.07751107661742428,-0.05311768891453075,0.2925006954785432,4.864916822482891,0.12164449804846963,0.53,0.786,4.356958255430672,0.08924881261635591,1.1925445909891317,5.195867000679291,0.10614854240929732,0.09146520656672508,0.03435077024292397,0.40567117971730404,5.027651657520132,0.12888810859931002,0.496,0.896,3.8482991595599785,0.09162758958892436,1.214224007922138,4.672697229204312,0.10815034913814149,0.09548990211025289,-0.022286462287165937,0.7774362946692572,4.9300037266504795,0.13182101379045005,0.784,1.199,5.947458432130476,0.09339190691606813,1.2188681297928479,7.249167536191577,0.09480252942038185,0.06008690094579565,0.04653225469174712,0.7906855438826907,4.607007705876975,0.10901942474811892,0.413,0.6619999999999999,3.7883157148756292,0.08556535380969792,1.1499632490257221,4.35642384781358,0.09951311099174764,0.06638240883737206,0.008208297950525046,1.8087188399105556,4.6905799288244605,0.11526596775470135,0.471,0.845,4.086201757333437,0.08955136239640396,1.1582993095679628,4.7330446742747165
2003-10-22 12:09:13,0.10365130133307292,0.07951915125653507,-0.070118408765369,1.1619599514975376,4.844845755088025,0.12381151925175898,0.654,1.042,5.28222255855009,0.09078353338469183,1.1945003840704638,6.3096168749337505,0.09985399677718639,0.06953237800287057,0.12654191511211255,2.0015919242359552,4.674024828312591,0.11683415901996319,0.581,1.072,4.9728607187622735,0.08901122768078869,1.1700499007632739,5.818495190497381,0.10818902290150886,0.09026211048387156,-0.1014952672254204,0.22961957831204538,5.014908181102546,0.1314901231015672,0.645,0.9359999999999999,4.905311401235674,0.09324632558949861,1.2153739776471664,5.961787829317798,0.10291996679525367,0.07674205282044773,-0.03307013165991345,0.2919755891475515,4.856479377813369,0.12218059525284956,0.625,0.867,5.115378581243435,0.09036319053854365,1.187141805981268,6.072679767215227,0.10666092094340544,0.09173657746073917,0.0011107207433082562,0.4459541343622879,4.985829558637201,0.12956395203480892,0.566,1.059,4.368499039361946,0.09204184288036445,1.2147274830259143,5.3065358426852605,0.10845846965183847,0.09438592734198269,-0.028727589889673263,0.6828397584379573,5.057129505376099,0.13205224367027038,0.576,0.9929999999999999,4.3619099834323976,0.09364638020895544,1.217537404816517,5.310788561271537,0.09507007178084868,0.059422761492035896,0.08515163427395048,1.2350937827139021,4.590645543212127,0.10890001175026105,0.42,0.796,3.8567488951532933,0.0860971447400618,1.1454710163813964,4.417794076859071,0.09358694272181259,0.06474700236027041,-0.05372131213031131,1.8738453633809802,4.666141917527243,0.10920997904238249,0.627,0.9,5.741233589621625,0.08376186219841546,1.1669360689237323,6.699652555845947
2003-10-22 12:14:13,0.10503872259387664,0.08022026744543306,-0.04157888521347248,0.9867243832339039,4.889310791679182,0.12524886033604965,0.623,0.94,4.974097156081552,0.0920581932159105,1.1924065453491262,5.9311460061141155,0.1015426534498755,0.06946635036391213,0.15114652406863366,1.9697131364105496,4.725060839962476,0.11838683477721171,0.549,1.018,4.637339962954032,0.0906732413830642,1.165882816285188,5.406594976080696,0.10854343473802432,0.09023538435032936,-0.0921756138012194,0.2092764483799967,5.0141932122633035,0.13190083848455755,0.613,0.952,4.6474306535342285,0.09353612614900829,1.2151894658843958,5.647508773603028,0.1040417989159627,0.07710005305581885,-0.0289523829519523,0.17348779680107418,4.859436713443669,0.12357403970189895,0.432,0.718,3.4958798874110246,0.09114684136911212,1.187734554664063,4.152177341233188,0.10874022169051224,0.09181712784577727,0.05303123020288436,0.3899616985325749,5.033127581686963,0.13133931726851483,0.601,0.987,4.575933638906421,0.0942368553873323,1.2078264622480017,5.526933738561968,0.10987538454026075,0.0940553476199996,0.01956565521818939,0.7512180780647548,5.051881654933867,0.1332945881820965,0.62,0.984,4.651351629917676,0.09511925783803721,1.2131433144905577,5.642756133179388,0.09615777137555544,0.05997077945426416,0.009628373212851303,0.9250418559863212,4.602957032566827,0.11032030062024778,0.396,0.657,3.5895478690104263,0.08697049884267859,1.14728429166041,4.118231884278761,0.09829854973387372,0.06525607097832765,0.04706920542115504,1.4302420087277867,4.681036691303563,0.11369514143015734,0.601,0.977,5.286065811081231,0.08843595622464889,1.1566309140670663,6.114027130889553
2003-10-22 12:19:13,0.10490014160847698,0.08082789199170816,0.0052346127112735735,1.0347581756378585,4.852691406415179,0.12520001010931908,0.598,1.055,4.7763574418073365,0.09183305291362483,1.1935161210421252,5.700659606656581,0.10157331900971726,0.07126754477427473,0.09959902670844334,1.7461900278574993,4.750850469788135,0.11900723797961901,0.535,1.009,4.495524886407525,0.09040226513950982,1.171638764390813,5.267131223198662,0.10815152107036477,0.09027656412773741,-0.10578074878598254,0.18921216458100343,5.0149087661509935,0.13161619595716284,0.598,0.8839999999999999,4.5435137799806276,0.09294999177444128,1.2169611176483746,5.529279607736016,0.10337775281996191,0.07653113696330179,-0.050478201813396135,0.3201342011843433,4.852348958057759,0.12274962339038985,0.483,0.727,3.9348389564005326,0.09068990914454199,1.1873891629678306,4.67218513485364,0.1080682650520045,0.0923859854804584,-0.023743807913193936,0.2625506404831266,5.040657951412637,0.1310777752824883,0.552,0.8740000000000001,4.211240225967934,0.09350398213864494,1.2129164396172287,5.10788250125388,0.11001010791542555,0.09650841991320509,-0.008437738764752706,0.6676912120852108,5.040339574797771,0.13397232609529022,0.684,1.036,5.105532014973695,0.09492030449429896,1.2178183317326308,6.217610481082803,0.09681385809853997,0.05991823597250212,-0.03723982252282693,0.6529470849021144,4.604433701812704,0.111038275200491,0.393,0.591,3.5393201064263486,0.08762281381428577,1.1469254235015922,4.059336211970741,0.09860178719664045,0.06630428478130955,0.021169111520284202,1.3786890080605123,4.696194170698654,0.1144148651412964,0.525,0.8520000000000001,4.588564600864165,0.08851450145039273,1.1603731371838129,5.324447101075342
2003-10-22 12:24:13,0.10477860247082377,0.08203754040214699,-0.060122898384876874,1.1106577575944478,4.889992688670255,0.12562079586877653,0.623,1.0110000000000001,4.959369948991453,0.09147911806123972,1.1989165049586952,5.945870486042015,0.1021811123590019,0.072148992575565,0.09604275249462468,1.182352678506518,4.783104387714106,0.11967926908044382,0.537,0.923,4.486992643972861,0.09091303787799752,1.1712464888810772,5.255374379888434,0.10794330777870013,0.08886574304552117,-0.09198861111152558,0.2610553162099869,4.94385759522515,0.1307802151364132,0.725,1.0739999999999998,5.543651990813539,0.09330136664520756,1.2115639017152608,6.716488635741625,0.1026294740954148,0.07604673618793285,-0.04440182247713034,0.341260739427073,4.846423973303743,0.12186871718265313,0.571,0.837,4.68536974213163,0.09011091302413679,1.1874631362658215,5.5637038485566075,0.10845397724498267,0.09193610428103757,0.027090965604155224,0.3264034821284878,5.032258380544043,0.1313091550275625,0.527,0.998,4.013429222733022,0.09384200554580928,1.2107361884106207,4.859203999587579,0.10934962644660384,0.09504738514677159,-0.024844173243616957,0.4755465711502298,5.030936516854095,0.13328195652654462,0.623,1.055,4.67430112999521,0.09420748828359268,1.2188606477922181,5.697321703281859,0.0963575858196201,0.059257440064578296,0.03643478518986099,0.6359868509437541,4.59411010355656,0.11018913530531482,0.376,0.591,3.412314643890886,0.08731619995085785,1.1435439604266047,3.902131802096683,0.09847082377069193,0.0662810207762023,0.008713377299682454,1.4983029340019773,4.693571763804948,0.1142598996763797,0.522,0.871,4.568531930086318,0.08845512658662046,1.160342681223584,5.301062589011914
2003-10-22 12:29:13,0.1052314566140925,0.08173142902738763,-0.054096577579904846,1.0954564044837602,4.905036811341094,0.12599098366642225,0.564,0.996,4.476510807259545,0.0919933977334928,1.1972749187389815,5.3596141129958434,0.10172996728355876,0.07184707418308711,0.1187972656617021,1.9715070471295246,4.488604784187101,0.11927915235829703,0.703,1.294,5.893737389148201,0.09036160709395565,1.1725075269691403,6.910451450755714,0.10768069729967282,0.08987144732954201,-0.048928584997084607,0.22734714029662717,4.989116512858892,0.13043447606561334,0.701,1.023,5.374345963925758,0.09307076058188184,1.2113078698089899,6.509987561179453,0.10231031788661554,0.07628358575525901,-0.03493709599990982,0.14371405787857805,4.850573365734655,0.12171793490092865,0.427,0.6639999999999999,3.508110783735801,0.08949681391505064,1.1896936439570192,4.17357710170756,0.10850832560183601,0.09353829409844386,-0.014764234203043857,0.32440354360083434,5.052019187904226,0.13171223480936192,0.522,0.876,3.963185354462583,0.09383554875003758,1.213844505284056,4.810690765936651,0.11045021729576639,0.09630406051602655,0.06247158878062096,0.5891768724460169,5.070362208533643,0.13408617854397661,0.559,1.0230000000000001,4.168960634646346,0.09547191898824488,1.2139965119753204,5.061103669023083,0.10697182479613263,0.05860804114200579,0.006740462095831966,0.6875770824240539,4.582708420064651,0.120047990794326,0.4,0.559,3.332000788628824,0.09855933245540403,1.1222393468851635,3.7393023888516606,0.09818028224034377,0.0654038479752715,-0.005607198207765889,1.128855897607782,4.6851135391744565,0.11372552395812806,0.43,0.681,3.7810333602711665,0.0882508090206303,1.1583336425915927,4.37969814496323
2003-10-22 12:34:13,0.10503125152595344,0.08131517332356446,-0.021053227730586162,0.888435308661196,4.806630348443796,0.12548035366625646,0.667,1.106,5.315573159556422,0.0918444595297904,1.1946954058264267,6.350490833056321,0.10104375213633479,0.07078947786155232,0.05889063872180042,1.0379813356234169,4.7652905697016195,0.11834491320858607,0.5,0.881,4.224938668202296,0.08986779786514863,1.1712244518484174,4.948351475758417,0.10827496459788077,0.09065980309366639,-0.08316498765181868,0.1258780466361884,5.021530798055968,0.13156519303954298,0.598,0.859,4.545275130788325,0.09337882473840793,1.215102618857084,5.5229757148468686,0.10279124957273304,0.07679067201139672,-0.04193101171562682,0.20611809546971038,4.857713691969204,0.12222678903741359,0.464,0.72,3.7962217910999017,0.09015906918884509,1.189077762411365,4.514002912978335,0.10836578934518287,0.09215533960949475,0.01730575742812576,0.2473141020758831,5.036822095756202,0.13103604090410045,0.508,0.8180000000000001,3.876796005854473,0.0938895380371396,1.209201185133298,4.687826324799265,0.10962161238341717,0.09513896179722683,0.012777275688323288,0.4367931656992696,5.066405336051902,0.13300564108920665,0.596,0.984,4.48101294891894,0.09487153490233542,1.2133158616934088,5.436884087376906,0.051722447385126234,0.06349435681768932,-0.012954135524826091,0.6148671429330754,4.66122203770771,0.06614798511933985,0.332,0.64,5.019049324042561,0.043129595935668584,1.278902845157361,6.41887646050316,0.09706572586552079,0.06471420051747366,-0.06834149826559086,1.2387119220106428,4.673260935682992,0.11268466199305341,0.466,0.749,4.135434155437474,0.0871896802847007,1.1609109290458695,4.800870707396938
2003-10-22 12:39:13,0.10477469603007958,0.08022976366057728,-0.014141853564814403,0.9008079263064905,4.889594930397977,0.12507694726232224,0.603,0.984,4.821032278117054,0.09155479591587766,1.1937705572194084,5.755206389020549,0.10137726451486889,0.0709421723905953,0.054149370240514534,1.2952708558747639,4.7664544559366915,0.11871513104067563,0.505,0.942,4.253880660140709,0.09020374006224832,1.171023223094206,4.981393041296081,0.10730099125933883,0.0887629110625662,-0.06977764842062137,0.1394271594256291,4.99879131274889,0.13001327276953278,0.613,0.877,4.714903232123312,0.09262103587131627,1.2116688880841744,5.7129015566913335,0.10293974315152107,0.07645650122240576,-0.03463212369309266,0.33375650400613166,4.851124849635591,0.12214111800557477,0.588,0.839,4.814103633578681,0.09036901821211811,1.1865302386250414,5.712079533115792,0.10792641242248156,0.09165317517859811,0.049847763438383645,0.6915367588999,4.900037109416526,0.1307764230502638,0.623,1.167,4.763855635970029,0.09346168062142929,1.21171843031653,5.772451673472158,0.10974246789394014,0.09581905617026765,-0.03438178598443667,0.7968618578277873,5.069512675234689,0.13356649831869818,0.605,0.979,4.529578955917758,0.09479590223308698,1.2170903469000043,5.512906822768904,0.10254480199228477,0.058407461782494084,0.023723037929934326,0.8690057889160507,4.575287690895208,0.1157417926108174,0.398,0.591,3.438688748655188,0.09406084255713722,1.1286948764065636,3.881230372164009,0.0979538551687094,0.06492919003698952,-0.014279618264228336,1.484483359094432,4.671361186640805,0.11333356496684101,0.532,0.788,4.694108053123114,0.08817467311408718,1.1570097447583108,5.431128760411906
2003-10-22 12:44:13,0.10517222520630891,0.08080931746770965,-0.020660784331660114,0.9392129905317477,4.834647321619829,0.12538639376578684,0.696,1.109,5.550841515548171,0.09220605961994148,1.1922006358601354,6.617716784395367,0.10175423604668196,0.07180451084336902,0.13326975529321416,1.6691145556724094,4.765214559913183,0.11918066622861044,0.579,1.043,4.858170526496063,0.09053819100831023,1.1712599972145998,5.69018079733183,0.10840749060012694,0.08871428758350997,-0.06394272835974815,0.12437703846120352,4.999816219002475,0.13122712255188232,0.61,0.8979999999999999,4.648429289142027,0.09358343280562871,1.210498664118406,5.626917444755295,0.10315523218907172,0.07601444016689443,-0.05649397578560646,0.23577412360303462,4.8468786802539565,0.12251817281949996,0.479,0.708,3.909624090670102,0.09044326801376815,1.1877068202894274,4.643487197256731,0.10857766492504517,0.09107732746618828,0.0354222078950657,0.3425766150762879,5.026025880476277,0.13096235987522184,0.574,0.9209999999999999,4.3829387355794065,0.09423447911709497,1.2061629798875264,5.2865384459709235,0.10882181747155623,0.09360688436083682,0.0007495989836510235,0.6018386630826216,5.02721573844697,0.1320974204985407,0.693,1.025,5.246128178616899,0.09409649482174025,1.2138872844415436,6.368208288573528,0.06754958738219641,0.06029853450971892,-0.08106207152715439,0.8077185041463468,4.609140945528895,0.08290761744803496,0.388,0.627,4.679907732762814,0.05794622633898017,1.227359346829798,5.743928498107489,0.09769603007959372,0.06423132769571707,0.044016497390364305,1.5161859526884212,4.6629360277841,0.11285137713798422,0.505,0.954,4.474912161528456,0.08803565508639084,1.1551275629730637,5.169094379664891
2003-10-22 12:49:13,0.10438307534547586,0.08125024496268254,0.01293040949566213,0.9227744016197978,4.836630154716709,0.12482812422952629,0.625,1.104,5.00688449704482,0.09122238283218417,1.195865554031471,5.987560703030087,0.10131153864934811,0.07143810690498993,0.09592140533332107,1.5037388663705422,4.770777040701286,0.11872278473081306,0.535,0.994,4.506295916264397,0.09009409930103934,1.171858470551192,5.2807410402846795,0.10692777967674202,0.08853257450885037,-0.08524197917251944,-0.009979519763120503,4.9955876847077825,0.12981795033624355,0.491,0.784,3.7822196293213155,0.09209663202894607,1.2140713173761,4.591884367975873,0.10247468138092682,0.07577194878677904,-0.014971014167543708,0.18669570340138497,4.8441059278441365,0.12163952636272767,0.542,0.8400000000000001,4.455788477700597,0.0898218714031906,1.1870202934377498,5.289111346296708,0.10819229454563212,0.09197976997364338,0.03548848694629352,0.44017099624600853,5.033701845125337,0.1310127767556517,0.535,0.97,4.083571184799889,0.09358231369994832,1.2109252078057613,4.944899285543425,0.10951701743249181,0.09558276500130247,0.032022764756744974,0.7640456667251425,4.987465209071437,0.13321971808184016,0.657,1.123,4.931702374541798,0.09457966697557302,1.2164293842640401,5.999067682837384,0.08474984130084477,0.0598279942247582,-0.026510120176531787,0.9573680573296586,4.599999029665964,0.09949603121506995,0.396,0.6819999999999999,3.980058251208122,0.07531058315598432,1.1739966669893716,4.6725751213418825,0.09800156257629768,0.06597661469499506,0.029880792355310246,1.2214865639279995,4.69137585581459,0.11358475022280892,0.464,0.747,4.085055424164012,0.08807296131619528,1.1590095834888263,4.734618385689102
